1010|b'\x00'
000010|b' the'
1101010|b'the '
11000110|b' to '
10110110|b'and '
10011110|b' of '
10010110|b' and'
01110001|b' you'
01001011|b'ing '
00011011|b'\xe2\x80\x9d\n\n\xe2\x80\x9c'
111110001|b'his '
111001010|b', an'
110111110|b'd th'
110111101|b'hat '
110000010|b'you '
101111001|b'.\xe2\x80\x9d\n\n'
101100100|b' in '
100111010|b' his'
100110000|b' tha'
100100000|b'that'
100011001|b'ed t'
011010010|b'n th'
011000110|b' he '
011000000|b'with'
010100010|b' was'
010001100|b'was '
001111010|b' for'
001101011|b' wit'
001100011|b' not'
001011110|b't th'
000110001|b'f th'
000101101|b'of t'
000101011|b'ther'
000011110|b'ith '
1111110010|b'e th'
1111010110|b' sai'
1111010011|b'ave '
1111000000|b'said'
1110111010|b'not '
1110111001|b' had'
1110110100|b'tion'
1110100101|b'aid '
1110001101|b'he c'
1110001001|b'he s'
1110000011|b' is '
1101111110|b' hav'
1101111000|b'have'
1101011011|b' whi'
1101001110|b'.\n\n\xe2\x80\x9c'
1101001101|b'had '
1100110001|b'her '
1100010001|b' thi'
1100000110|b'for '
1011111011|b'e of'
1011101011|b' him'
1011101000|b', th'
1001110011|b'whic'
1001011110|b'ted '
1001011100|b'd to'
1001010111|b'\xe2\x80\x9d sa'
1001001100|b', wh'
1001001011|b' it '
1000111001|b'ould'
1000110110|b'hich'
1000110100|b'our '
1000100101|b'ere '
1000100000|b' my '
1000011110|b' who'
1000011011|b' as '
1000010100|b' at '
1000001110|b'red '
1000001101|b'ich '
0111101001|b'e co'
0111011011|b'nd t'
0111011010|b'?\xe2\x80\x9d\n\n'
0111001111|b' her'
0111001101|b'e to'
0110101001|b'the\n'
0110101000|b'ill '
0110100011|b'all '
0110011110|b'o th'
0110011001|b's th'
0110011000|b' cou'
0110000110|b'to t'
0101111111|b'uld '
0101111001|b' on '
0101101100|b'ng t'
0101100111|b'in t'
0101011110|b'he h'
0101001010|b' con'
0101000001|b',\xe2\x80\x9d s'
0100110110|b'ight'
0100110010|b's of'
0100100001|b'ount'
0100001110|b'this'
0100001100|b'The '
0011111100|b'ed a'
0011100000|b'your'
0011011001|b'e ha'
0011011000|b'he w'
0011010010|b'but '
0011001000|b' wil'
0010110011|b'ed h'
0010100011|b'he p'
0010100010|b'ent '
0010000101|b'here'
0001111111|b'at t'
0001110001|b'ed, '
0001101011|b'hen '
0001100100|b'ion '
0001011111|b' be '
0001011101|b'he m'
0001011000|b'are '
0000011111|b't of'
0000011001|b'ned '
0000010010|b' but'
0000000100|b'will'
0000000011|b' by '
11111100011|b'one '
11111011000|b'from'
11111010001|b'coun'
11111000010|b'thin'
11111000001|b'd hi'
11110101011|b'ght '
11110001101|b'efor'
11110000100|b'r th'
11101111101|b'ever'
11101100110|b'he d'
11101100001|b'fort'
11101011110|b'ied '
11101011101|b'e yo'
11101001000|b'rom '
11101000111|b'er, '
11100111011|b'nce '
11100111010|b' all'
11100110000|b' man'
11100001110|b't is'
11100000101|b'\nthe'
11100000100|b'ough'
11011111110|b'. Th'
11011100111|b'sed '
11011100001|b'on t'
11011010100|b'ter '
11011001000|b'who '
11010111001|b'e wa'
11010111000|b' fro'
11010110100|b' The'
11010011110|b'h th'
11010011000|b'ment'
11001111011|b'hing'
11001110100|b' see'
11001100101|b'thou'
11001100001|b'e in'
11000101110|b'es, '
11000100110|b'd he'
11000100101|b' are'
11000011111|b'een '
11000010110|b's to'
10111101111|b'd in'
10111101100|b'ance'
10111101010|b'ered'
10111100010|b'he f'
10111100001|b' me '
10111010101|b'were'
10111001111|b'othe'
10111001110|b'atio'
10111000111|b'out '
10110111001|b'onte'
10110111000|b'd no'
10110101111|b' int'
10110101110|b' Dan'
10110101101|b'\n\n\xe2\x80\x9cI'
10110010101|b't to'
10110001010|b' whe'
10011101101|b' pro'
10011101100|b'self'
10011100101|b'he t'
10011100100|b'he a'
10011011010|b'ame '
10011010000|b'ore '
10011001111|b'ille'
10011001101|b'\n\n\xe2\x80\x9cW'
10010111110|b' one'
10010111011|b' hea'
10010101101|b'g th'
10010010101|b'ting'
10010010100|b's, a'
10001111111|b'e, a'
10001111110|b'he b'
10001110110|b'him '
10001110100|b' eve'
10001110001|b'\n\n\xe2\x80\x9cA'
10001101011|b'what'
10001011001|b'very'
10001011000|b'ning'
10001001101|b' com'
10001001001|b'ed i'
10001000010|b'isto'
10000111111|b', I '
10000111110|b'\n\n\xe2\x80\x9cY'
10000101010|b'er t'
01111111110|b'e an'
01111101000|b'nd w'
01110110011|b'llef'
01110110010|b' or '
01110100111|b'nd a'
01110100110|b' an '
01110100010|b'ver '
01110100001|b'then'
01110100000|b'ring'
01110011101|b'enti'
01110011100|b'hey '
01110011001|b'as t'
01101111001|b'y th'
01101111000|b'he r'
01101110111|b' per'
01101100010|b'woul'
01101100000|b'rist'
01101011111|b'e wi'
01101000101|b'now '
01101000100|b'nd h'
01101000011|b'e sa'
01101000010|b'I ha'
01100101111|b'd of'
01100011100|b'ntin'
01100001110|b'turn'
01100001011|b'ome '
01100001010|b'Mont'
01100001001|b' so '
01100001000|b' a s'
01100000110|b'to h'
01100000101|b' tho'
01011111101|b'ound'
01011111100|b'e re'
01011111011|b'or t'
01011111010|b'ng a'
01011111001|b' do '
01011100111|b'ence'
01011100110|b' rep'
01011010111|b'e.\xe2\x80\x9d\n'
01011010110|b', bu'
01011010101|b' wer'
01011010100|b' kno'
01010111110|b'they'
01010111010|b'tter'
01010111001|b'know'
01010111000|b'e de'
01010110111|b'e be'
01010110110|b' wou'
01010010110|b're t'
01010010011|b' pre'
01010001100|b'ess '
01010000111|b' she'
01001111011|b'of a'
01001101010|b'g to'
01001100011|b'ked '
01001100010|b'ed b'
01001100001|b'd, a'
01001100000|b'd be'
01001001100|b'ble '
01001001011|b'Vill'
01001001010|b'me, '
01001001001|b' Cri'
01001000100|b't wa'
01001000000|b'over'
01000101110|b's he'
01000101101|b'lent'
01000101100|b' wor'
01000011010|b'en t'
01000000000|b'ose '
00111111111|b' of\n'
00111111110|b' Mon'
00111110000|b'e he'
00111101111|b'Cris'
00111100100|b'of h'
00111100011|b'he l'
00111100010|b', he'
00111100001|b'o yo'
00111100000|b'nder'
00111001101|b'nd s'
00110111110|b'te C'
00110111101|b'e Cr'
00110111000|b'man '
00110110111|b' wha'
00110110110|b' sho'
00110110101|b' bee'
00110101011|b'th a'
00110011101|b'nte '
00110011100|b'd yo'
00110011011|b'd wi'
00110011001|b'as a'
00110010010|b'ught'
00110001011|b'ou a'
00110001010|b'at h'
00101111100|b'n to'
00101110111|b'e ma'
00101110110|b' Mor'
00101100100|b'ness'
00101100011|b'lefo'
00101100010|b'ive '
00101100001|b' thr'
00101001000|b's in'
00101000010|b' has'
00100011100|b'pres'
00100010110|b'them'
00100010101|b'n hi'
00100010011|b'some'
